category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
GO:0072676	0.015401222226807	0.999911789352929	1	4	lymphocyte migration	BP
GO:0002159	0.0154315396585888	0.999911440576586	1	4	desmosome assembly	BP
GO:0061303	0.0155679589727175	0.999909862616484	1	4	cornea development in camera-type eye	BP
GO:2000553	0.0155905444230422	0.999909600017523	1	4	positive regulation of T-helper 2 cell cytokine production	BP
GO:1900449	0.0157555886524198	0.999917891624457	1	3	regulation of glutamate receptor signaling pathway	BP
GO:0007399	0.0158377129571829	0.995911330202956	6	383	nervous system development	BP
GO:0072086	0.0158791034834993	0.999906211124747	1	4	specification of loop of Henle identity	BP
GO:0006694	0.0161689690051821	0.999036879201525	2	46	steroid biosynthetic process	BP
GO:0098840	0.0162894873001933	0.999934097473538	1	2	protein transport along microtubule	BP
GO:0071922	0.0163990792499912	0.999899945900705	1	4	regulation of cohesin loading	BP
GO:0008284	0.0164580038260148	0.995711919181837	6	427	positive regulation of cell population proliferation	BP
GO:0032648	0.0165015342975033	0.999932363178112	1	2	regulation of interferon-beta production	BP
GO:0035799	0.0168268164895763	0.999906301113481	1	3	ureter maturation	BP
GO:1902992	0.0172937198571309	0.999901008034807	1	3	negative regulation of amyloid precursor protein catabolic process	BP
GO:0045110	0.0172970475483684	0.999900969784182	1	3	intermediate filament bundle assembly	BP
GO:0045604	0.0173390854553722	0.999888101817292	1	4	regulation of epidermal cell differentiation	BP
GO:0061162	0.0174280439317347	0.999924518830287	1	2	establishment of monopolar cell polarity	BP
GO:0031652	0.017625009813714	0.99988436679654	1	4	positive regulation of heat generation	BP
GO:0051466	0.017628250333944	0.999884324111673	1	4	positive regulation of corticotropin-releasing hormone secretion	BP
GO:0003310	0.0177669264143147	0.99988249000148	1	4	pancreatic A cell differentiation	BP
GO:0021913	0.0177698876037246	0.999882450678697	1	4	NA	NA
GO:0072656	0.0178840319958209	0.999873030569929	1	5	maintenance of protein location in mitochondrion	BP
GO:0061034	0.0179134790948432	0.999893755625049	1	3	olfactory bulb mitral cell layer development	BP
GO:0033561	0.017944026332825	0.999893391478344	1	3	NA	NA
GO:0042168	0.0180191766668307	0.999871097212813	1	5	heme metabolic process	BP
GO:0035914	0.0180389131627386	0.998860173347061	2	48	skeletal muscle cell differentiation	BP
GO:1901216	0.0184583870083341	0.998823715325885	2	43	NA	NA
GO:0070318	0.0184970456009032	0.999864142853359	1	5	positive regulation of G0 to G1 transition	BP
GO:0001704	0.0186725669037748	0.999884520528829	1	3	formation of primary germ layer	BP
GO:0008543	0.0187147316492652	0.998801815554597	2	40	fibroblast growth factor receptor signaling pathway	BP
GO:0072107	0.0187188044935777	0.999869508112287	1	4	positive regulation of ureteric bud formation	BP
GO:0045597	0.0190218520059498	0.998766482688042	2	45	positive regulation of cell differentiation	BP
GO:0061098	0.0190302861638167	0.998771988705579	2	39	positive regulation of protein tyrosine kinase activity	BP
GO:0021778	0.0191378814816006	0.999878667579007	1	3	oligodendrocyte cell fate specification	BP
GO:0008217	0.0192273275786562	0.998748001593036	2	43	regulation of blood pressure	BP
GO:0048496	0.0194494532083297	0.999859078226904	1	4	maintenance of animal organ identity	BP
GO:0000122	0.0195833973892314	0.993061637662508	9	846	negative regulation of transcription by RNA polymerase II	BP
GO:0003357	0.0199764357457665	0.999851304627464	1	4	noradrenergic neuron differentiation	BP
GO:0035879	0.0201330950692929	0.999848953133964	1	4	plasma membrane lactate transport	BP
GO:0032269	0.0207776991198221	0.999828414605235	1	5	NA	NA
GO:1904036	0.0207783733201085	0.999821295824699	1	6	negative regulation of epithelial cell apoptotic process	BP
GO:2001225	0.0209696100692256	0.999836081783157	1	4	regulation of chloride transport	BP
GO:1903699	0.0209749193205841	0.999890469539313	1	2	tarsal gland development	BP
GO:0070164	0.0210872805638228	0.999852559173331	1	3	negative regulation of adiponectin secretion	BP
GO:0032387	0.0211545895965889	0.999851611856431	1	3	negative regulation of intracellular transport	BP
GO:0071800	0.0211962897910882	0.99983250244753	1	4	podosome assembly	BP
GO:0060017	0.0212335296329858	0.999820769731718	1	5	parathyroid gland development	BP
GO:0099519	0.0214239817367764	0.999847789727819	1	3	dense core granule cytoskeletal transport	BP
GO:0071442	0.0214572917824447	0.999816955438956	1	5	NA	NA
GO:0043305	0.0215266905360205	0.999815764222592	1	5	negative regulation of mast cell degranulation	BP
GO:0001714	0.0219919770191368	0.999807676977164	1	5	endodermal cell fate specification	BP
GO:0001755	0.0222001106247641	0.998437583263979	2	45	neural crest cell migration	BP
GO:0015911	0.0223675234195596	0.99980102167017	1	5	long-chain fatty acid import across plasma membrane	BP
GO:0034435	0.0224434659080049	0.999812111050612	1	4	NA	NA
GO:0072719	0.0225265605736344	0.999798168829565	1	5	cellular response to cisplatin	BP
GO:0035873	0.0232712136486886	0.999797924361777	1	4	lactate transmembrane transport	BP
GO:1902991	0.0234710317862646	0.999780804288283	1	5	regulation of amyloid precursor protein catabolic process	BP
GO:0021798	0.0235696073972734	0.9997789502357	1	5	forebrain dorsal/ventral pattern formation	BP
GO:0060231	0.0237806622749735	0.999774954111003	1	5	mesenchymal to epithelial transition	BP
GO:0070445	0.0240819945952436	0.999783522766528	1	4	regulation of oligodendrocyte progenitor proliferation	BP
GO:0019318	0.0242893056479883	0.999755458184251	1	6	hexose metabolic process	BP
GO:0060676	0.0245747290334933	0.999759595237615	1	5	ureteric bud formation	BP
GO:0072655	0.0248058388517902	0.999737658150237	1	7	establishment of protein localization to mitochondrion	BP
GO:0072178	0.0249067745499527	0.999753020936847	1	5	nephric duct morphogenesis	BP
GO:0099525	0.0249381831158035	0.999752394427711	1	5	presynaptic dense core vesicle exocytosis	BP
GO:0034334	0.0250981370381891	0.99973881576775	1	6	adherens junction maintenance	BP
GO:1904798	0.0253606742296415	0.999733294867331	1	6	positive regulation of core promoter binding	BP
GO:1903966	0.0254395306838067	0.999758287420594	1	4	monounsaturated fatty acid biosynthetic process	BP
GO:0051295	0.0254444604247132	0.999758193218793	1	4	establishment of meiotic spindle localization	BP
GO:1901142	0.0256427450706132	0.999727298183817	1	6	insulin metabolic process	BP
GO:0034088	0.025853185620315	0.999750318388237	1	4	maintenance of mitotic sister chromatid cohesion	BP
GO:0070508	0.0259684159962625	0.999720290795761	1	6	cholesterol import	BP
GO:1904179	0.0259810618652185	0.99973113654375	1	5	positive regulation of adipose tissue development	BP
GO:0045589	0.0262547020134136	0.999705949747165	1	7	regulation of regulatory T cell differentiation	BP
GO:0042552	0.0264481479549973	0.997947600803216	2	52	myelination	BP
GO:0048793	0.0265728550917666	0.99971867993712	1	5	pronephros development	BP
GO:0051726	0.0266131623977873	0.996080806894324	3	136	regulation of cell cycle	BP
GO:0051496	0.0266918739016469	0.997916329044396	2	54	positive regulation of stress fiber assembly	BP
GO:0021978	0.0267760365001113	0.99970252571593	1	6	telencephalon regionalization	BP
GO:0015670	0.0268469870647707	0.999700938612514	1	6	carbon dioxide transport	BP
GO:0061448	0.0268729456070378	0.999700356875657	1	6	connective tissue development	BP
GO:0042045	0.0269523714866718	0.999728507337426	1	4	epithelial fluid transport	BP
GO:0038166	0.0269944628596336	0.999689055210669	1	7	angiotensin-activated signaling pathway	BP
GO:0043353	0.0272561320675332	0.999682965061272	1	7	enucleate erythrocyte differentiation	BP
GO:0061072	0.0272564808858027	0.999691695166948	1	6	iris morphogenesis	BP
GO:0071474	0.0273700417433942	0.999689106582308	1	6	cellular hyperosmotic response	BP
GO:0007144	0.0273771268019568	0.999688944717987	1	6	female meiosis I	BP
GO:0031114	0.0275183417408504	0.999748172404155	1	3	regulation of microtubule depolymerization	BP
GO:0016264	0.0276128939043739	0.999683534121701	1	6	gap junction assembly	BP
GO:0045860	0.0277302172412429	0.997791782562906	2	53	positive regulation of protein kinase activity	BP
GO:1990048	0.0278039080061139	0.999710975085318	1	4	anterograde neuronal dense core vesicle transport	BP
GO:0032922	0.0278151296416281	0.9977781004475	2	56	circadian regulation of gene expression	BP
GO:1900149	0.0278400551822551	0.999710218570268	1	4	positive regulation of Schwann cell migration	BP
GO:0031670	0.0280161291530718	0.999674170967119	1	6	cellular response to nutrient	BP
GO:0035815	0.0280883472312747	0.999672479481894	1	6	positive regulation of renal sodium excretion	BP
GO:0010518	0.0283040159856217	0.999667401744339	1	6	positive regulation of phospholipase activity	BP
GO:0060452	0.0285515211083761	0.999661525758744	1	6	positive regulation of cardiac muscle contraction	BP
GO:0070474	0.0285851238775695	0.999660723987336	1	6	positive regulation of uterine smooth muscle contraction	BP
GO:0050878	0.0287669744438607	0.99965636833557	1	6	regulation of body fluid levels	BP
GO:0048505	0.028830469307837	0.999654840898583	1	6	regulation of timing of cell differentiation	BP
GO:0045061	0.0289961912293038	0.999664693576674	1	5	thymic T cell selection	BP
GO:0000226	0.0290620755729119	0.995579258738361	3	124	microtubule cytoskeleton organization	BP
GO:0071459	0.0294110746803829	0.999630538231707	1	7	protein localization to chromosome, centromeric region	BP
GO:0071599	0.029509749978405	0.999628040471498	1	7	otic vesicle development	BP
GO:1902751	0.0296319053971045	0.999635266818228	1	6	positive regulation of cell cycle G2/M phase transition	BP
GO:0051461	0.0297477852042748	0.999632391392087	1	6	positive regulation of corticotropin secretion	BP
GO:1904778	0.0297953538860115	0.999645838859288	1	5	positive regulation of protein localization to cell cortex	BP
GO:0002051	0.0298579570050719	0.999629647008004	1	6	osteoblast fate commitment	BP
GO:0001763	0.0299221085608593	0.999617510335643	1	7	morphogenesis of a branching structure	BP
GO:0071243	0.0299468110243839	0.999608964702566	1	8	cellular response to arsenic-containing substance	BP
GO:0042542	0.0302862696392737	0.997463391933652	2	60	response to hydrogen peroxide	BP
GO:0072197	0.0303678906110737	0.999605959367021	1	7	ureter morphogenesis	BP
GO:0010595	0.0306466580464842	0.997421336405003	2	56	positive regulation of endothelial cell migration	BP
GO:0065004	0.0310630581805	0.999614858259737	1	5	protein-DNA complex assembly	BP
GO:0050680	0.0311266244033502	0.9973577879841	2	57	negative regulation of epithelial cell proliferation	BP
GO:0009612	0.0312398544620417	0.997342996685953	2	57	response to mechanical stimulus	BP
GO:0021796	0.0314535157153151	0.999577101247645	1	7	cerebral cortex regionalization	BP
GO:0018108	0.0319854148927275	0.994950766888553	3	126	peptidyl-tyrosine phosphorylation	BP
GO:0090647	0.0320421976878619	0.999561021083934	1	7	NA	NA
GO:0032633	0.0320797626774549	0.999589060625594	1	5	interleukin-4 production	BP
GO:0000082	0.0321295625307743	0.997225747337337	2	57	G1/S transition of mitotic cell cycle	BP
GO:0001768	0.0327468766339735	0.999553993058105	1	6	establishment of T cell polarity	BP
GO:0043619	0.0328583822994084	0.999550930287191	1	6	NA	NA
GO:0030856	0.0328585472333478	0.999538219064752	1	7	regulation of epithelial cell differentiation	BP
GO:0009950	0.0332782235455039	0.999526269152362	1	7	dorsal/ventral axis specification	BP
GO:0032754	0.0336845677838142	0.99950454027223	1	8	positive regulation of interleukin-5 production	BP
GO:0048666	0.0342563677347932	0.996936836771687	2	58	neuron development	BP
GO:0032808	0.0343893548550731	0.99950780391479	1	6	lacrimal gland development	BP
GO:0002520	0.0345351405006655	0.999523260504957	1	5	immune system development	BP
GO:0021902	0.0345374158752665	0.99948948609816	1	7	commitment of neuronal cell to specific neuron type in forebrain	BP
GO:0071260	0.034555282871172	0.996889429547466	2	63	cellular response to mechanical stimulus	BP
GO:0047497	0.0345849473084735	0.99950214980343	1	6	mitochondrion transport along microtubule	BP
